uid	iid	label	time
119	22	1	874781698
119	188	1	874781742
119	382	1	874781742
119	31	1	874781779
119	1101	1	874781779
119	87	1	874781829
119	70	0	874781829
119	193	1	874781872
119	12	0	874781915
119	568	1	874781915
119	124	1	874781994
119	385	1	874781994
119	199	1	874781994
119	154	1	874782022
119	28	1	874782022
119	86	1	874782068
119	697	1	874782068
119	23	0	874782100
119	658	1	874782127
119	449	1	874782190
119	716	1	874782190
119	172	1	874782191
119	132	1	874782228
594	50	0	874783018
594	15	1	874783052
594	222	1	874783052
594	744	0	874783298
594	276	0	874783470
594	237	0	874784095
23	323	0	874784266
23	713	1	874784337
23	181	1	874784337
23	250	1	874784338
23	7	1	874784385
23	14	1	874784440
23	50	1	874784440
23	919	1	874784440
23	124	1	874784440
23	19	1	874784466
23	116	1	874784466
23	109	0	874784466
23	13	1	874784497
23	408	1	874784538
23	100	1	874784557
23	283	1	874784575
23	1	1	874784615
23	405	1	874784638
23	224	1	874784638
23	546	0	874784668
23	151	0	874784668
23	235	0	874784712
23	472	0	874784972
23	597	0	874785024
23	202	0	874785165
23	961	1	874785165
23	518	1	874785194
23	56	1	874785233
23	357	0	874785233
23	433	1	874785233
23	170	1	874785348
23	522	1	874785447
23	603	1	874785448
23	8	1	874785474
23	275	1	874785474
23	59	1	874785526
23	414	0	874785526
23	705	1	874785526
23	175	1	874785526
23	238	1	874785526
23	96	1	874785551
23	154	0	874785552
23	89	1	874785582
23	228	1	874785582
23	55	1	874785624
23	504	1	874785624
23	234	0	874785624
23	174	1	874785652
23	213	0	874785675
23	214	0	874785701
23	479	1	874785728
23	183	0	874785728
23	132	1	874785756
23	185	1	874785756
23	171	1	874785809
23	32	0	874785809
23	230	1	874785809
23	1006	0	874785809
23	642	0	874785843
23	176	0	874785843
23	463	1	874785843
23	512	1	874785843
23	209	1	874785843
23	710	1	874785889
23	172	1	874785889
23	652	1	874785926
23	83	1	874785926
23	144	0	874785926
23	527	1	874785926
23	102	0	874785957
23	367	1	874785957
23	79	1	874785957
23	189	1	874785985
23	98	1	874786016
23	194	1	874786016
23	418	1	874786037
23	143	0	874786066
23	629	1	874786098
23	134	1	874786098
23	99	1	874786098
23	387	0	874786098
23	204	0	874786122
23	133	1	874786220
23	95	1	874786220
23	145	0	874786244
276	258	1	874786337
276	300	1	874786338
276	328	1	874786366
276	294	1	874786366
276	288	1	874786392
276	323	0	874786392
276	322	0	874786392
276	358	0	874786419
276	324	1	874786419
276	678	0	874786419
276	325	0	874786419
23	153	1	874786438
276	260	0	874786439
913	4	1	874786460
23	385	1	874786462
276	919	1	874786467
276	508	1	874786467
276	298	1	874786467
276	408	1	874786467
23	423	0	874786488
276	181	1	874786488
23	211	1	874786512
23	70	0	874786513
276	7	1	874786517
276	273	1	874786517
276	628	1	874786538
276	127	1	874786568
276	151	1	874786568
276	117	1	874786568
276	546	0	874786568
276	1	1	874786568
276	276	1	874786605
276	284	1	874786605
276	547	1	874786605
276	100	1	874786605
276	591	0	874786632
276	249	1	874786632
276	696	0	874786632
276	123	1	874786657
276	257	1	874786657
276	471	1	874786657
594	357	1	874786664
594	520	1	874786664
276	147	1	874786686
276	246	1	874786686
276	109	1	874786686
276	293	1	874786686
276	410	1	874786686
276	25	1	874786686
594	483	0	874786695
276	240	1	874786713
276	1016	0	874786713
276	455	1	874786713
276	235	1	874786734
23	203	1	874786746
276	475	1	874786756
276	237	1	874786756
276	742	1	874786756
23	511	1	874786770
23	421	1	874786770
276	1010	0	874786784
276	685	1	874786784
276	250	1	874786784
23	28	0	874786793
276	845	1	874786807
276	411	1	874786807
276	823	0	874786807
276	406	0	874786831
276	473	1	874786831
276	225	0	874786854
276	458	1	874786854
276	290	1	874786854
276	125	1	874786876
276	1129	1	874786876
23	62	0	874786880
276	840	0	874786897
276	121	1	874786897
23	747	0	874786903
276	148	0	874786924
276	108	0	874786924
276	3	0	874786924
276	150	1	874786924
23	196	0	874786926
276	974	0	874786945
23	162	0	874786950
276	118	0	874786964
23	528	1	874786974
23	195	1	874786993
276	252	0	874787006
276	825	0	874787006
23	73	0	874787016
23	161	0	874787017
276	405	0	874787044
276	1028	0	874787044
23	155	0	874787059
276	993	0	874787065
276	281	0	874787065
23	449	0	874787083
276	977	0	874787090
276	1245	0	874787091
276	472	0	874787109
23	215	0	874787116
23	526	0	874787116
23	217	0	874787144
276	597	0	874787150
276	1013	0	874787150
276	122	0	874787150
23	229	0	874787162
276	120	0	874787172
276	930	0	874787172
276	21	0	874787195
276	595	0	874787195
23	216	1	874787204
23	419	0	874787204
276	763	0	874787214
276	456	0	874787237
23	451	0	874787256
23	856	1	874787288
276	1079	0	874787300
23	516	1	874787330
23	655	0	874787330
23	381	1	874787350
276	1006	0	874787353
276	192	1	874787353
276	214	1	874787353
276	180	1	874787353
23	90	0	874787370
276	175	1	874787376
532	761	1	874787387
276	582	0	874787407
276	47	1	874787407
276	12	1	874787407
276	27	0	874787407
23	88	0	874787410
276	469	1	874787441
276	64	1	874787441
276	160	1	874787441
276	28	1	874787441
276	135	1	874787441
23	82	0	874787449
276	23	1	874787467
276	806	1	874787467
276	65	1	874787467
276	318	1	874787496
276	22	1	874787496
276	523	1	874787496
276	11	1	874787497
276	357	1	874787526
276	461	1	874787526
276	558	1	874787526
276	57	0	874787526
276	387	0	874787526
276	197	1	874787549
276	97	0	874787549
276	182	1	874787549
23	173	1	874787587
23	1005	0	874787647
23	227	0	874787738
23	380	1	874787774
23	404	1	874787860
23	739	0	874787861
23	662	0	874788045
23	219	0	874788187
23	549	0	874788290
23	1004	0	874788318
23	780	0	874788388
23	679	0	874788443
532	227	1	874788566
532	143	1	874788755
851	748	0	874788804
532	1221	1	874788957
23	386	1	874789001
851	1047	0	874789005
851	1009	0	874789084
851	924	1	874789109
532	1199	0	874789155
23	427	1	874789279
23	530	1	874789279
23	71	0	874789299
532	38	0	874789332
532	451	1	874789474
532	795	0	874789538
532	1228	0	874789704
532	105	0	874789704
532	1207	0	874790439
532	831	0	874790629
532	1046	1	874790629
276	157	1	874790773
276	223	1	874790773
276	1141	0	874790773
276	531	1	874790801
532	554	1	874790813
276	772	1	874790826
276	70	1	874790826
276	939	0	874790855
276	470	0	874790855
276	1194	0	874790875
276	693	1	874790903
276	732	1	874790903
276	647	1	874790903
276	423	1	874790926
532	1337	0	874790930
276	193	1	874790952
276	429	1	874790972
276	39	0	874790995
276	69	1	874790996
276	392	0	874790996
532	1188	1	874790998
276	54	0	874791025
276	51	0	874791025
276	1220	1	874791048
276	425	1	874791101
276	86	0	874791101
276	81	1	874791101
276	356	0	874791101
276	1267	1	874791102
276	179	1	874791102
276	187	1	874791102
276	526	1	874791123
276	46	0	874791145
276	215	1	874791145
276	58	1	874791169
276	569	1	874791169
276	291	0	874791169
532	771	0	874791172
276	658	1	874791194
276	715	0	874791194
276	239	1	874791194
276	549	0	874791194
276	735	1	874791214
276	382	1	874791236
276	317	1	874791257
276	655	1	874791297
276	697	0	874791316
276	365	0	874791339
276	375	0	874791339
276	380	0	874791383
276	43	0	874791383
276	1482	1	874791383
276	402	0	874791407
276	1213	0	874791407
532	1428	1	874791420
276	583	0	874791444
276	720	0	874791464
276	803	0	874791487
276	1232	0	874791488
532	1426	0	874791506
276	76	1	874791506
276	1135	1	874791527
276	8	1	874791623
276	4	1	874791623
276	168	1	874791623
276	789	0	874791623
276	56	1	874791623
276	42	1	874791623
276	153	1	874791667
276	204	1	874791667
276	209	1	874791667
276	367	0	874791667
532	721	1	874791671
276	786	0	874791694
276	959	1	874791695
276	154	1	874791747
532	929	0	874791786
532	734	0	874791786
276	564	0	874791805
276	73	0	874791805
276	854	1	874791806
276	746	1	874791806
276	1118	1	874791830
532	592	0	874791850
276	428	1	874791870
276	40	0	874791871
276	721	0	874791871
276	85	0	874791871
276	202	1	874791871
276	17	1	874791894
276	1140	0	874791894
276	796	0	874791932
276	158	0	874791932
276	433	1	874791960
276	274	0	874791960
276	692	1	874791960
276	88	0	874791960
276	72	1	874791960
532	364	0	874791976
532	545	0	874791976
276	173	1	874791993
276	66	0	874791993
276	67	0	874791993
276	33	1	874792018
276	709	1	874792018
276	186	1	874792018
532	411	0	874792031
276	1218	1	874792040
276	232	0	874792094
276	393	1	874792094
276	388	0	874792094
276	401	0	874792094
276	210	1	874792094
276	396	1	874792118
276	571	0	874792118
532	369	0	874792142
276	780	0	874792143
276	783	0	874792143
276	63	0	874792168
276	384	0	874792189
821	294	1	874792194
276	451	0	874792216
532	139	1	874792232
276	80	0	874792237
276	41	0	874792277
276	728	0	874792277
821	100	0	874792285
821	1084	1	874792285
276	409	0	874792310
276	407	0	874792310
276	575	0	874792310
276	55	1	874792366
276	24	1	874792366
276	174	1	874792366
276	89	1	874792366
821	275	1	874792369
821	14	1	874792369
276	176	1	874792401
276	144	1	874792401
276	82	1	874792402
276	241	1	874792402
276	183	1	874792402
821	476	1	874792403
276	172	1	874792435
276	96	1	874792435
276	233	0	874792436
276	128	1	874792436
276	79	1	874792436
276	2	1	874792436
276	684	1	874792436
821	117	0	874792442
276	265	1	874792483
276	229	0	874792483
276	636	1	874792483
276	68	1	874792483
276	161	0	874792483
276	195	1	874792483
821	763	0	874792491
821	237	1	874792491
276	540	0	874792519
276	665	0	874792520
276	541	0	874792520
276	679	0	874792520
276	226	1	874792520
276	449	0	874792520
821	284	0	874792521
821	181	1	874792521
276	184	1	874792547
276	385	1	874792547
276	188	1	874792547
276	576	0	874792547
276	686	0	874792547
821	993	1	874792570
821	126	1	874792570
276	550	1	874792574
276	62	0	874792574
276	38	0	874792574
821	845	1	874792591
276	397	0	874792601
276	566	1	874792601
276	399	0	874792634
276	802	0	874792634
276	1416	0	874792634
276	450	0	874792634
276	831	0	874792634
276	743	0	874792634
821	148	0	874792650
276	164	1	874792663
276	185	1	874792663
276	218	1	874792663
276	559	1	874792663
276	200	1	874792663
276	447	1	874792663
276	98	1	874792663
276	443	1	874792692
276	145	0	874792692
276	5	0	874792692
276	219	1	874792692
276	448	1	874792692
276	672	0	874792692
276	217	1	874792692
821	459	1	874792698
276	436	1	874792711
276	379	0	874792745
276	800	0	874792745
276	561	0	874792745
821	121	0	874792752
821	471	1	874792752
276	669	0	874792767
276	551	0	874792767
821	274	1	874792778
276	816	0	874792793
276	773	0	874792794
276	567	0	874792794
821	1	1	874792813
821	473	0	874792813
821	15	1	874792835
276	969	1	874792839
276	432	1	874792839
276	463	1	874792839
276	95	1	874792839
821	125	1	874792860
276	418	1	874792870
276	141	1	874792870
276	755	0	874792870
276	143	1	874792870
276	71	1	874792870
276	404	1	874792870
821	1197	1	874792889
821	151	1	874792889
276	99	1	874792907
276	627	0	874792907
276	417	1	874792907
276	419	1	874792907
276	588	1	874792907
276	420	1	874792945
276	142	0	874792945
276	624	0	874792969
276	951	0	874792969
276	843	1	874792989
821	597	0	874793022
821	405	1	874793022
821	1060	1	874793022
276	1031	0	874793035
276	1091	0	874793035
276	1035	0	874793035
276	501	1	874793035
821	111	1	874793049
276	415	0	874793062
276	820	0	874793062
276	426	0	874793092
276	768	0	874793118
821	742	1	874793130
821	106	0	874793196
276	794	0	874793198
821	281	0	874793218
821	118	0	874793218
821	318	1	874793368
821	22	1	874793418
821	28	1	874793469
821	389	1	874793469
821	483	1	874793517
821	357	1	874793517
821	180	1	874793517
821	79	1	874793517
821	509	1	874793574
821	234	1	874793574
821	495	1	874793574
821	64	1	874793649
821	705	1	874793649
821	427	1	874793649
821	174	1	874793773
821	435	1	874793773
821	560	0	874793773
821	213	1	874793806
821	98	1	874793847
821	56	1	874793847
821	97	1	874793848
821	504	1	874793848
821	707	1	874793848
532	1240	0	874793852
821	95	1	874793898
821	161	1	874793898
821	132	1	874793898
821	484	1	874793898
532	1407	0	874794386
532	407	0	874794386
276	747	1	874795448
276	421	1	874795500
276	739	0	874795538
276	807	0	874795574
276	1073	0	874795613
276	603	1	874795613
532	1496	0	874795634
276	44	0	874795637
276	159	0	874795637
276	156	1	874795704
276	31	1	874795704
276	653	1	874795729
276	1253	0	874795729
276	77	0	874795751
276	1157	0	874795772
276	1046	0	874795772
276	552	0	874795795
276	1090	0	874795795
276	771	0	874795795
276	572	0	874795823
276	1273	0	874795823
276	1042	0	874795823
276	554	0	874795823
276	462	1	874795868
276	634	1	874795888
276	171	1	874795928
276	198	1	874795949
532	412	0	874795951
276	207	1	874795988
276	206	1	874795988
276	1131	0	874796116
532	834	1	874796151
276	1056	1	874796201
276	254	0	874796373
276	29	0	874796373
276	231	0	874796373
532	1502	0	874796400
276	759	0	874796412
276	1314	0	874796412
276	631	0	874796412
532	450	0	874796421
291	288	1	874805453
291	324	0	874805453
291	245	0	874805577
291	325	1	874805610
291	237	1	874805668
291	475	1	874805699
291	129	1	874805699
291	147	1	874805768
291	181	1	874805804
291	9	1	874805804
291	844	1	874805804
291	50	1	874805860
291	235	0	874805860
291	1012	1	874805892
291	508	1	874805892
291	1067	1	874805892
291	249	1	874805893
291	250	1	874805927
291	93	1	874805927
291	742	0	874805927
291	244	0	874805927
291	619	0	874805927
291	106	1	874805958
291	455	1	874805958
291	546	0	874805958
291	405	1	874805984
291	121	0	874805984
291	985	0	874805984
291	123	1	874806006
259	181	1	874809057
259	317	1	874809057
259	98	1	874809091
259	12	1	874809192
259	97	1	874809292
851	984	0	874809850
157	286	1	874813268
157	515	1	874813477
157	1	1	874813703
157	293	1	874813703
157	150	1	874813703
157	1302	1	874813703
157	235	1	874813703
817	258	0	874815541
817	300	0	874815542
817	876	1	874815542
817	327	1	874815593
817	288	1	874815593
817	294	1	874815593
817	748	1	874815649
817	329	1	874815649
817	358	1	874815679
817	328	1	874815679
817	245	0	874815789
817	289	0	874815789
817	324	0	874815789
817	222	1	874815835
817	1	1	874815835
817	928	0	874815835
817	121	0	874815835
817	129	1	874815836
817	9	0	874815836
817	15	0	874815836
817	273	1	874815885
817	7	1	874815885
817	124	1	874815885
817	405	0	874815947
817	117	1	874815947
817	24	1	874815947
817	924	0	874815947
817	118	0	874815947
195	753	0	874824313
195	67	0	874825826
195	384	0	874825826
195	386	0	874825826
195	1407	0	874825826
195	1414	0	874825826
195	779	0	874825826
195	771	0	874825826
195	1415	0	874825827
756	258	0	874826502
756	300	1	874826502
756	173	0	874826565
756	1	1	874826629
756	1149	1	874827023
756	171	1	874827062
756	275	0	874827103
756	1009	1	874827247
756	30	1	874827283
756	256	1	874827486
893	258	0	874827508
893	288	0	874827526
893	323	0	874827595
756	367	1	874827614
893	298	1	874827623
893	1	1	874827725
756	8	1	874827755
756	235	0	874827755
893	294	0	874827789
893	69	1	874827818
756	135	0	874827884
756	731	0	874827920
893	259	0	874827960
756	289	1	874828027
756	92	0	874828027
893	237	1	874828097
893	1012	0	874828163
756	1652	0	874828198
756	527	0	874828242
756	1274	0	874828278
893	358	0	874828296
893	260	0	874828296
893	264	0	874828296
756	1119	1	874828349
893	286	1	874828384
756	71	0	874828391
756	9	0	874828453
893	781	0	874828569
893	147	0	874828569
756	22	0	874828592
756	50	1	874828592
756	228	0	874828640
756	96	1	874828640
893	410	1	874828649
893	24	1	874828649
756	89	1	874828769
893	117	1	874828772
893	476	0	874828772
893	845	0	874828772
893	1245	0	874828812
756	147	1	874828826
756	403	0	874828826
756	117	1	874828826
756	176	1	874828826
893	125	0	874828864
893	118	1	874828864
893	240	1	874828864
893	405	1	874828864
893	471	1	874828897
756	210	1	874828902
756	568	0	874828903
756	195	0	874828967
756	118	0	874828967
756	399	0	874828967
756	222	0	874828967
893	976	0	874828981
756	230	0	874829010
893	235	0	874829035
893	411	0	874829056
893	928	0	874829129
756	554	0	874829152
756	121	0	874829152
756	550	0	874829152
893	820	0	874829161
893	290	0	874829161
756	3	0	874829174
893	220	0	874829187
893	597	1	874829230
893	412	0	874829249
893	122	0	874829249
756	588	1	874829258
756	432	1	874829258
756	99	0	874829258
756	95	0	874829258
893	1215	0	874829287
893	148	0	874829287
756	501	0	874829296
756	473	0	874829296
756	418	0	874829333
756	1240	1	874829333
893	819	0	874829355
756	420	1	874829373
893	151	1	874829427
756	197	0	874829446
756	97	0	874829484
756	274	0	874829637
756	421	1	874829637
756	155	1	874829637
756	111	1	874829670
756	66	1	874829705
893	77	1	874829706
893	426	1	874829733
893	56	1	874829733
756	739	1	874829743
756	88	0	874829743
893	11	1	874829753
893	172	1	874829883
893	50	1	874829883
756	591	1	874829924
756	642	0	874829924
756	234	0	874829924
756	159	1	874829924
893	246	0	874829968
756	79	1	874829990
756	742	0	874830026
756	860	0	874830068
893	144	1	874830101
756	226	0	874830103
893	161	1	874830122
893	759	0	874830137
893	724	0	874830160
893	531	1	874830160
756	566	1	874830168
756	983	0	874830305
756	930	0	874830344
756	123	0	874830344
756	53	0	874830432
756	419	0	874830513
756	151	1	874830550
756	755	0	874830598
756	423	0	874830675
756	82	0	874830748
756	622	0	874830790
756	1031	0	874830819
756	138	0	874830864
756	225	0	874830864
756	404	0	874830908
756	63	0	874830908
756	91	0	874830954
756	409	0	874830998
756	398	0	874831050
756	383	0	874831050
756	161	0	874831194
756	141	0	874831227
756	122	0	874831227
756	143	1	874831383
756	183	1	874831383
756	603	1	874831383
756	181	1	874831383
756	919	1	874831383
756	1074	1	874831383
756	1060	1	874831383
756	100	1	874831383
756	178	1	874831383
756	402	1	874831383
756	245	0	874832096
756	323	0	874832096
756	325	0	874832132
756	435	0	874832788
756	753	0	874832788
291	262	1	874833603
291	151	1	874833668
291	293	1	874833668
291	15	1	874833668
291	284	1	874833687
291	273	0	874833705
291	240	1	874833726
291	285	1	874833746
291	471	1	874833746
291	282	1	874833788
291	1016	1	874833827
291	763	1	874833841
291	597	0	874833857
291	756	0	874833878
291	118	0	874833878
291	1017	1	874833911
291	933	1	874833936
291	3	0	874833936
291	823	0	874833936
291	824	1	874833962
291	924	1	874833962
291	974	0	874833962
291	825	1	874833983
291	290	1	874834001
291	125	1	874834019
291	1277	1	874834019
291	760	0	874834037
291	413	1	874834054
291	291	1	874834054
291	977	0	874834071
291	236	1	874834128
291	975	0	874834146
291	1047	0	874834165
291	456	0	874834165
291	1215	0	874834184
291	411	1	874834220
291	833	0	874834236
291	685	1	874834254
291	460	1	874834254
291	122	0	874834289
291	829	0	874834308
291	1376	0	874834323
291	1244	1	874834345
291	1059	1	874834345
291	834	0	874834358
291	717	0	874834388
291	369	0	874834388
291	928	0	874834389
291	21	0	874834389
291	1	1	874834481
291	24	1	874834481
291	294	1	874834481
291	741	1	874834481
291	246	1	874834481
291	100	1	874834481
291	117	1	874834481
291	7	1	874834481
291	410	1	874834481
291	124	1	874834481
291	56	1	874834701
291	12	1	874834701
291	1073	1	874834701
291	98	1	874834701
291	943	1	874834735
291	55	1	874834735
291	234	1	874834735
291	939	1	874834768
291	466	1	874834768
291	1109	1	874834768
291	156	1	874834768
291	31	1	874834768
291	470	0	874834768
291	566	1	874834799
291	770	1	874834799
291	77	1	874834799
291	79	1	874834799
291	5	1	874834799
291	636	1	874834799
291	218	1	874834799
291	773	0	874834827
291	53	1	874834827
291	379	0	874834827
291	581	1	874834827
291	1217	0	874834850
291	17	1	874834850
291	33	1	874834850
291	356	1	874834875
291	164	1	874834875
291	1046	1	874834875
291	1083	0	874834876
291	592	0	874834895
291	226	1	874834895
291	1471	0	874834914
291	761	0	874834914
291	38	0	874834914
291	1042	1	874834944
291	573	1	874834944
291	1253	0	874834944
291	1157	0	874834944
291	800	0	874834944
291	572	0	874834944
291	1077	1	874834963
291	54	1	874834963
291	552	0	874834963
291	11	1	874835024
291	231	0	874835024
291	27	0	874835024
291	172	1	874835062
291	22	1	874835062
291	174	1	874835062
291	96	1	874835062
291	4	1	874835062
291	128	1	874835062
291	144	1	874835091
291	92	1	874835091
291	89	0	874835116
291	82	1	874835116
291	385	1	874835141
291	540	0	874835141
291	568	1	874835141
291	403	1	874835165
291	195	1	874835165
291	686	1	874835165
291	1188	1	874835165
291	232	1	874835198
291	188	0	874835198
291	184	1	874835198
291	576	1	874835198
291	550	1	874835218
291	578	1	874835242
291	562	1	874835242
291	391	0	874835242
291	1303	0	874835279
291	1239	0	874835279
276	871	0	874836608
276	1244	0	874836608
276	928	0	874836629
276	975	0	874836629
276	931	0	874836682
276	104	0	874836682
276	1011	0	874836682
276	479	1	874836703
276	949	0	874836725
933	318	1	874853605
933	475	0	874853605
933	132	0	874853605
933	64	1	874853605
933	22	1	874853634
933	42	0	874853635
933	357	1	874853635
933	214	0	874853666
933	95	0	874853666
933	56	1	874853688
933	210	0	874853734
933	98	1	874853734
933	474	1	874853734
933	160	0	874853755
933	317	1	874853779
933	153	0	874853779
933	183	1	874853819
933	238	0	874853819
933	79	0	874853819
933	735	0	874853846
933	168	0	874853869
933	127	1	874853898
933	11	1	874853899
933	193	1	874853927
933	100	1	874853927
933	508	0	874853927
933	89	1	874853957
933	523	1	874853957
933	789	1	874853957
933	234	0	874853957
933	151	1	874853977
933	28	1	874853977
933	69	1	874854009
933	1070	0	874854031
933	215	0	874854031
933	515	0	874854062
933	166	0	874854062
933	651	0	874854081
933	181	0	874854100
933	39	0	874854100
933	194	1	874854135
933	12	1	874854135
933	179	1	874854135
933	156	1	874854135
933	52	0	874854161
933	97	0	874854161
933	7	1	874854190
933	367	1	874854190
933	159	0	874854190
933	219	0	874854217
933	583	0	874854217
933	228	1	874854217
933	433	0	874854251
933	435	1	874854251
933	211	1	874854251
933	125	1	874854251
933	284	0	874854294
933	187	1	874854294
933	1	0	874854294
933	176	0	874854315
933	654	1	874854338
933	230	0	874854338
933	410	0	874854383
933	50	1	874854383
933	21	0	874854383
933	4	0	874854383
933	9	0	874854402
933	483	1	874854424
933	652	0	874854424
933	175	1	874854444
933	135	1	874854444
933	164	0	874854461
933	467	0	874854479
933	25	0	874854589
933	195	1	874854589
933	471	0	874854611
933	470	1	874854611
933	73	1	874854629
933	732	0	874854651
933	392	0	874854652
933	218	0	874854678
933	209	0	874854678
933	447	0	874854678
933	88	0	874854696
933	265	1	874854697
933	204	0	874854723
933	180	1	874854723
933	87	1	874854723
933	174	1	874854745
933	202	0	874854745
933	746	1	874854762
